   0.00000,   0.42868,   0.80036,   0.42125,   0.67446,   0.10799,   0.13914,   0.31057,   0.18484
   0.00000,   0.31253,   0.69671,   0.30425,   0.65670,   0.33148,   0.17484,   0.21518,   0.29830
   0.00000,   0.15041,   0.92524,   0.58131,   0.93660,   0.23860,   0.19599,   0.46383,   0.64328
   0.00000,   0.30627,   0.86814,   0.79212,   0.84409,   0.16067,   0.34217,   0.47893,   0.79339
   0.00000,   0.18821,   0.78612,   0.41815,   0.71608,   0.34320,   0.17769,   0.49257,   0.40805
   0.00000,   0.20782,   0.87380,   0.27860,   0.92122,   0.27811,   0.32960,   0.49553,   0.28440
   0.00000,   0.38740,   0.81991,   0.31165,   0.62405,   0.12728,   0.28510,   0.46063,   0.29440
   0.00000,   0.31304,   0.58015,   0.48706,   0.55582,   0.35585,   0.24442,   0.35044,   0.53984
   0.00000,   0.34155,   0.81322,   0.36815,   0.75946,   0.20249,   0.31570,   0.42619,   0.42609
   0.00000,   0.43646,   0.44650,   0.61517,   0.63122,   0.26374,   0.17834,   0.28509,   0.39021
   0.00000,   0.34932,   0.74439,   0.17047,   0.69792,   0.16815,   0.40160,   0.49846,   0.21728
   0.00000,   0.31334,   0.78856,   0.61536,   0.67473,   0.22913,   0.09685,   0.29101,   0.40347
   0.00000,   0.34886,   0.51500,   0.20196,   0.45634,   0.06196,   0.10628,   0.39435,   0.04314
   0.00000,   0.39065,   0.72574,   0.46449,   0.71953,   0.27920,   0.19340,   0.28304,   0.34481
   0.00000,   0.29754,   0.99016,   0.40215,   0.81650,   0.12670,   0.21112,   0.29375,   0.45996
   0.00000,   0.50961,   0.76178,   0.39218,   0.81640,   0.08173,   0.11495,   0.16305,   0.13211
   0.00000,   0.11829,   0.68291,   0.33483,   0.29987,   0.24752,   0.03804,   0.17341,   0.32030
   0.00000,   0.24140,   0.72215,   0.52568,   0.74224,   0.41372,   0.32204,   0.51759,   0.51906
   0.00000,   0.24136,   0.80689,   0.59322,   0.53433,   0.56055,   0.16821,   0.12357,   0.56312
   0.00000,   0.44250,   0.49841,   0.16621,   0.59291,   0.12938,   0.21610,   0.47291,   0.11833
   0.00000,   0.36887,   0.94484,   0.36315,   0.65349,   0.19796,   0.27019,   0.29580,   0.46272
   0.00000,   0.27395,   0.69502,   0.55790,   0.73881,   0.38750,   0.18852,   0.16289,   0.43420
   0.00000,   0.22945,   0.87480,   0.43296,   0.71875,   0.36605,   0.20228,   0.26468,   0.52707
   0.00000,   0.49392,   0.68118,   0.78082,   0.89495,   0.20353,   0.29854,   0.59903,   0.29505
   0.00000,   0.18338,   0.59749,   0.45187,   0.37074,   0.12259,   0.11882,   0.31904,   0.20119
   0.00000,   0.24930,   0.82531,   0.45365,   0.40848,   0.27505,   0.13517,   0.13720,   0.31649
   0.00000,   0.44091,   0.64779,   0.19808,   0.83429,   0.16787,   0.27121,   0.44325,   0.19693
   0.00000,   0.27365,   0.95033,   0.37721,   0.77073,   0.22572,   0.13923,   0.26082,   0.31365
   0.00000,   0.25922,   0.71950,   0.38055,   0.73503,   0.48309,   0.19131,   0.22405,   0.49007
   0.00000,   0.24776,   0.83044,   0.58578,   0.74395,   0.29426,   0.08840,   0.13851,   0.30088
   0.00000,   0.37424,   0.76828,   0.31339,   0.77385,   0.17090,   0.25341,   0.44027,   0.17830
   0.00000,   0.21074,   0.83675,   0.48579,   0.70752,   0.26766,   0.24988,   0.38756,   0.53675
   0.00000,   0.14105,   0.81915,   0.67076,   0.80768,   0.18040,   0.27429,   0.51961,   0.62982
   0.00000,   0.22443,   0.70001,   0.74560,   0.65645,   0.56848,   0.51152,   0.64338,   0.79054
   0.00000,   0.20256,   0.70840,   0.56450,   0.73388,   0.32776,   0.13507,   0.19431,   0.46236
   0.00000,   0.36279,   0.80551,   0.72763,   0.81475,   0.25728,   0.39814,   0.49822,   0.58676
   0.00000,   0.21230,   0.74560,   0.31188,   0.69336,   0.31245,   0.19922,   0.35691,   0.27005
   0.00000,   0.22009,   0.76331,   0.47228,   0.51554,   0.54324,   0.19812,   0.28860,   0.66721
   0.00000,   0.27244,   0.95515,   0.26636,   0.83845,   0.22338,   0.23125,   0.39821,   0.31287
   0.00000,   0.18258,   0.88025,   0.59813,   0.78880,   0.40986,   0.14773,   0.27372,   0.79783
   0.00000,   0.21305,   0.43386,   0.63340,   0.27482,   0.31695,   0.03048,   0.10504,   0.28334
   0.00000,   0.23880,   0.72945,   0.40057,   0.76970,   0.35072,   0.41076,   0.56775,   0.55498
   0.00000,   0.38238,   0.67217,   0.39136,   0.83914,   0.24973,   0.35661,   0.47041,   0.36295
   0.00000,   0.16656,   0.93696,   0.33654,   0.51401,   0.25346,   0.14409,   0.30955,   0.45382
   0.00000,   0.27147,   0.67924,   0.26278,   0.57248,   0.28082,   0.20032,   0.50184,   0.27001
